trial_id,condition_id,stack_algorithm,ground_algorithm,corruption_rate,seed,total_moves,num_regenerations,num_corruptions_occurred,final_state_valid,timeout
C5_T27,5,a_star,greedy,0.05,42700,2,1,1,True,False
C5_T28,5,a_star,greedy,0.05,42800,1,1,0,True,False
C5_T29,5,a_star,greedy,0.05,42900,2,1,0,True,False
C5_T30,5,a_star,greedy,0.05,43000,14,2,1,True,False
C5_T31,5,a_star,greedy,0.05,43100,3,1,0,True,False
C5_T32,5,a_star,greedy,0.05,43200,3,1,0,True,False
C5_T33,5,a_star,greedy,0.05,43300,2,1,0,True,False
C5_T34,5,a_star,greedy,0.05,43400,13,2,1,True,False
C5_T35,5,a_star,greedy,0.05,43500,2,2,1,True,False
C5_T36,5,a_star,greedy,0.05,43600,6,2,1,True,False
C5_T37,5,a_star,greedy,0.05,43700,2,1,0,True,False
C5_T38,5,a_star,greedy,0.05,43800,2,1,0,True,False
C5_T39,5,a_star,greedy,0.05,43900,1,1,0,True,False
C5_T40,5,a_star,greedy,0.05,44000,2,1,1,True,False
C5_T41,5,a_star,greedy,0.05,44100,2,2,1,True,False
C5_T42,5,a_star,greedy,0.05,44200,5,1,0,True,False
C5_T43,5,a_star,greedy,0.05,44300,2,1,0,True,False
C5_T44,5,a_star,greedy,0.05,44400,1,1,1,True,False
C5_T45,5,a_star,greedy,0.05,44500,1,1,0,True,False
C5_T46,5,a_star,greedy,0.05,44600,1,1,0,True,False
C5_T47,5,a_star,greedy,0.05,44700,1,1,1,True,False
C5_T48,5,a_star,greedy,0.05,44800,3,1,0,True,False
C5_T49,5,a_star,greedy,0.05,44900,1,1,0,True,False
C5_T50,5,a_star,greedy,0.05,45000,3,1,0,True,False
C5_T51,5,a_star,greedy,0.05,45100,2,1,0,True,False
C5_T52,5,a_star,greedy,0.05,45200,3,1,0,True,False
C5_T53,5,a_star,greedy,0.05,45300,2,1,0,True,False
C5_T54,5,a_star,greedy,0.05,45400,3,1,0,True,False
C5_T55,5,a_star,greedy,0.05,45500,2,1,0,True,False
C5_T56,5,a_star,greedy,0.05,45600,2,1,0,True,False
C5_T57,5,a_star,greedy,0.05,45700,4,1,0,True,False
C5_T58,5,a_star,greedy,0.05,45800,5,1,0,True,False
C5_T59,5,a_star,greedy,0.05,45900,3,1,0,True,False
C5_T60,5,a_star,greedy,0.05,46000,5,1,0,True,False
C5_T61,5,a_star,greedy,0.05,46100,4,2,1,True,False
C5_T62,5,a_star,greedy,0.05,46200,6,1,0,True,False
C5_T63,5,a_star,greedy,0.05,46300,2,1,0,True,False
C5_T64,5,a_star,greedy,0.05,46400,6,1,0,True,False
C5_T65,5,a_star,greedy,0.05,46500,5,1,0,True,False
C5_T66,5,a_star,greedy,0.05,46600,3,2,1,True,False
C5_T67,5,a_star,greedy,0.05,46700,4,2,1,True,False
C5_T68,5,a_star,greedy,0.05,46800,1,1,0,True,False
C5_T69,5,a_star,greedy,0.05,46900,4,1,0,True,False
C5_T70,5,a_star,greedy,0.05,47000,3,1,0,True,False
C5_T71,5,a_star,greedy,0.05,47100,14,1,0,True,False
C5_T72,5,a_star,greedy,0.05,47200,2,1,0,True,False
C5_T73,5,a_star,greedy,0.05,47300,4,1,0,True,False
C5_T74,5,a_star,greedy,0.05,47400,5,1,0,True,False
C5_T75,5,a_star,greedy,0.05,47500,4,1,0,True,False
C5_T76,5,a_star,greedy,0.05,47600,3,1,0,True,False
C5_T77,5,a_star,greedy,0.05,47700,1,1,0,True,False
C5_T78,5,a_star,greedy,0.05,47800,2,1,0,True,False
C5_T79,5,a_star,greedy,0.05,47900,5,1,0,True,False
C5_T80,5,a_star,greedy,0.05,48000,4,1,0,True,False
C5_T81,5,a_star,greedy,0.05,48100,8,1,0,True,False
C5_T82,5,a_star,greedy,0.05,48200,12,1,0,True,False
C5_T83,5,a_star,greedy,0.05,48300,2,1,0,True,False
C5_T84,5,a_star,greedy,0.05,48400,3,1,0,True,False
C5_T85,5,a_star,greedy,0.05,48500,2,1,0,True,False
C5_T86,5,a_star,greedy,0.05,48600,2,1,0,True,False
C5_T87,5,a_star,greedy,0.05,48700,5,2,1,True,False
C5_T88,5,a_star,greedy,0.05,48800,2,1,0,True,False
C5_T89,5,a_star,greedy,0.05,48900,3,1,0,True,False
C5_T90,5,a_star,greedy,0.05,49000,2,1,0,True,False
C5_T91,5,a_star,greedy,0.05,49100,2,1,0,True,False
C5_T92,5,a_star,greedy,0.05,49200,3,1,0,True,False
C5_T93,5,a_star,greedy,0.05,49300,3,2,1,True,False
C5_T94,5,a_star,greedy,0.05,49400,4,1,0,True,False
C5_T95,5,a_star,greedy,0.05,49500,4,1,0,True,False
C5_T96,5,a_star,greedy,0.05,49600,3,1,1,True,False
C5_T97,5,a_star,greedy,0.05,49700,4,1,0,True,False
C5_T98,5,a_star,greedy,0.05,49800,3,1,0,True,False
C5_T99,5,a_star,greedy,0.05,49900,3,2,1,True,False
C5_T100,5,a_star,greedy,0.05,50000,3,1,0,True,False
C6_T1,6,a_star,greedy,0.1,50100,3,2,1,True,False
C6_T2,6,a_star,greedy,0.1,50200,4,1,0,True,False
C6_T3,6,a_star,greedy,0.1,50300,3,1,0,True,False
C6_T4,6,a_star,greedy,0.1,50400,2,1,0,True,False
C6_T5,6,a_star,greedy,0.1,50500,4,1,0,True,False
C6_T6,6,a_star,greedy,0.1,50600,2,1,0,True,False
C6_T7,6,a_star,greedy,0.1,50700,7,1,0,True,False
C6_T8,6,a_star,greedy,0.1,50800,5,2,1,True,False
C6_T9,6,a_star,greedy,0.1,50900,14,3,2,True,False
C6_T10,6,a_star,greedy,0.1,51000,3,1,0,True,False
C6_T11,6,a_star,greedy,0.1,51100,3,1,0,True,False
C6_T12,6,a_star,greedy,0.1,51200,2,1,0,True,False
C6_T13,6,a_star,greedy,0.1,51300,3,1,0,True,False
C6_T14,6,a_star,greedy,0.1,51400,3,1,1,True,False
C6_T15,6,a_star,greedy,0.1,51500,4,1,0,True,False
C6_T16,6,a_star,greedy,0.1,51600,4,2,1,True,False
C6_T17,6,a_star,greedy,0.1,51700,2,1,0,True,False
C6_T18,6,a_star,greedy,0.1,51800,2,1,0,True,False
C6_T19,6,a_star,greedy,0.1,51900,4,1,0,True,False
C6_T20,6,a_star,greedy,0.1,52000,3,1,0,True,False
C6_T21,6,a_star,greedy,0.1,52100,4,2,1,True,False
C6_T22,6,a_star,greedy,0.1,52200,2,1,0,True,False
C6_T23,6,a_star,greedy,0.1,52300,3,1,0,True,False
C6_T24,6,a_star,greedy,0.1,52400,2,1,0,True,False
C6_T25,6,a_star,greedy,0.1,52500,4,1,0,True,False
C6_T26,6,a_star,greedy,0.1,52600,3,1,0,True,False
C6_T27,6,a_star,greedy,0.1,52700,1,1,0,True,False
C6_T28,6,a_star,greedy,0.1,52800,6,1,0,True,False
C6_T29,6,a_star,greedy,0.1,52900,2,1,0,True,False
C6_T30,6,a_star,greedy,0.1,53000,4,1,0,True,False
C6_T31,6,a_star,greedy,0.1,53100,8,2,1,True,False
C6_T32,6,a_star,greedy,0.1,53200,3,1,0,True,False
C6_T33,6,a_star,greedy,0.1,53300,3,1,0,True,False
C6_T34,6,a_star,greedy,0.1,53400,2,1,0,True,False
C6_T35,6,a_star,greedy,0.1,53500,3,1,0,True,False
C6_T36,6,a_star,greedy,0.1,53600,3,1,0,True,False
C6_T37,6,a_star,greedy,0.1,53700,4,1,0,True,False
C6_T38,6,a_star,greedy,0.1,53800,4,1,0,True,False
C6_T39,6,a_star,greedy,0.1,53900,11,2,2,True,False
C6_T40,6,a_star,greedy,0.1,54000,18,2,1,True,False
C6_T41,6,a_star,greedy,0.1,54100,3,1,0,True,False
C6_T42,6,a_star,greedy,0.1,54200,2,1,0,True,False
C6_T43,6,a_star,greedy,0.1,54300,2,1,0,True,False
C6_T44,6,a_star,greedy,0.1,54400,2,1,0,True,False
C6_T45,6,a_star,greedy,0.1,54500,2,1,0,True,False
C6_T46,6,a_star,greedy,0.1,54600,5,1,0,True,False
C6_T47,6,a_star,greedy,0.1,54700,3,2,1,True,False
C6_T48,6,a_star,greedy,0.1,54800,6,1,0,True,False
C6_T49,6,a_star,greedy,0.1,54900,1,1,0,True,False
C6_T50,6,a_star,greedy,0.1,55000,4,1,0,True,False
C6_T51,6,a_star,greedy,0.1,55100,3,3,2,True,False
C6_T52,6,a_star,greedy,0.1,55200,4,1,0,True,False
C6_T53,6,a_star,greedy,0.1,55300,3,1,0,True,False
C6_T54,6,a_star,greedy,0.1,55400,2,1,0,True,False
C6_T55,6,a_star,greedy,0.1,55500,2,1,0,True,False
C6_T56,6,a_star,greedy,0.1,55600,2,1,0,True,False
C6_T57,6,a_star,greedy,0.1,55700,8,2,1,True,False
C6_T58,6,a_star,greedy,0.1,55800,3,1,1,True,False
C6_T59,6,a_star,greedy,0.1,55900,2,1,0,True,False
C6_T60,6,a_star,greedy,0.1,56000,3,2,1,True,False
C6_T61,6,a_star,greedy,0.1,56100,1,1,0,True,False
C6_T62,6,a_star,greedy,0.1,56200,5,1,0,True,False
C6_T63,6,a_star,greedy,0.1,56300,3,2,1,True,False
C6_T64,6,a_star,greedy,0.1,56400,2,1,0,True,False
C6_T65,6,a_star,greedy,0.1,56500,10,1,0,True,False
C6_T66,6,a_star,greedy,0.1,56600,4,2,2,True,False
C6_T67,6,a_star,greedy,0.1,56700,1,1,1,True,False
C6_T68,6,a_star,greedy,0.1,56800,2,1,0,True,False
C6_T69,6,a_star,greedy,0.1,56900,3,3,2,True,False
C6_T70,6,a_star,greedy,0.1,57000,2,1,0,True,False
C6_T71,6,a_star,greedy,0.1,57100,1,1,0,True,False
C6_T72,6,a_star,greedy,0.1,57200,3,3,2,True,False
C6_T73,6,a_star,greedy,0.1,57300,3,1,0,True,False
C6_T74,6,a_star,greedy,0.1,57400,2,1,0,True,False
C6_T75,6,a_star,greedy,0.1,57500,3,2,1,True,False
C6_T76,6,a_star,greedy,0.1,57600,4,2,1,True,False
C6_T77,6,a_star,greedy,0.1,57700,2,1,0,True,False
C6_T78,6,a_star,greedy,0.1,57800,3,1,0,True,False
C6_T79,6,a_star,greedy,0.1,57900,5,1,0,True,False
C6_T80,6,a_star,greedy,0.1,58000,4,1,0,True,False
C6_T81,6,a_star,greedy,0.1,58100,1,1,1,True,False
C6_T82,6,a_star,greedy,0.1,58200,3,1,1,True,False
C6_T83,6,a_star,greedy,0.1,58300,4,1,0,True,False
C6_T84,6,a_star,greedy,0.1,58400,3,1,0,True,False
C6_T85,6,a_star,greedy,0.1,58500,2,1,0,True,False
C6_T86,6,a_star,greedy,0.1,58600,2,2,1,True,False
C6_T87,6,a_star,greedy,0.1,58700,6,1,0,True,False
C6_T88,6,a_star,greedy,0.1,58800,3,1,0,True,False
C6_T89,6,a_star,greedy,0.1,58900,1,1,0,True,False
C6_T90,6,a_star,greedy,0.1,59000,2,2,1,True,False
C6_T91,6,a_star,greedy,0.1,59100,4,1,0,True,False
C6_T92,6,a_star,greedy,0.1,59200,2,1,0,True,False
C6_T93,6,a_star,greedy,0.1,59300,3,1,0,True,False
C6_T94,6,a_star,greedy,0.1,59400,6,2,1,True,False
C6_T95,6,a_star,greedy,0.1,59500,4,1,0,True,False
C6_T96,6,a_star,greedy,0.1,59600,4,2,1,True,False
C6_T97,6,a_star,greedy,0.1,59700,4,1,0,True,False
C6_T98,6,a_star,greedy,0.1,59800,7,1,0,True,False
C6_T99,6,a_star,greedy,0.1,59900,4,3,2,True,False
C6_T100,6,a_star,greedy,0.1,60000,3,1,0,True,False
C7_T1,7,a_star,patient,0.05,60100,3,1,0,True,False
C7_T2,7,a_star,patient,0.05,60200,2,1,0,True,False
C7_T3,7,a_star,patient,0.05,60300,1,1,0,True,False
C7_T4,7,a_star,patient,0.05,60400,6,1,0,True,False
C7_T5,7,a_star,patient,0.05,60500,2,1,0,True,False
C7_T6,7,a_star,patient,0.05,60600,1,1,0,True,False
C7_T7,7,a_star,patient,0.05,60700,4,1,0,True,False
C7_T8,7,a_star,patient,0.05,60800,5,1,0,True,False
C7_T9,7,a_star,patient,0.05,60900,4,1,0,True,False
C7_T10,7,a_star,patient,0.05,61000,2,1,0,True,False
C7_T11,7,a_star,patient,0.05,61100,2,1,0,True,False
C7_T12,7,a_star,patient,0.05,61200,2,2,1,True,False
C7_T13,7,a_star,patient,0.05,61300,3,1,0,True,False
C7_T14,7,a_star,patient,0.05,61400,1,1,0,True,False
C7_T15,7,a_star,patient,0.05,61500,4,1,0,True,False
C7_T16,7,a_star,patient,0.05,61600,2,1,0,True,False
C7_T17,7,a_star,patient,0.05,61700,4,1,0,True,False
C7_T18,7,a_star,patient,0.05,61800,1,1,0,True,False
C7_T19,7,a_star,patient,0.05,61900,2,1,0,True,False
C7_T20,7,a_star,patient,0.05,62000,2,1,0,True,False
C7_T21,7,a_star,patient,0.05,62100,3,1,0,True,False
C7_T22,7,a_star,patient,0.05,62200,4,1,0,True,False
C7_T23,7,a_star,patient,0.05,62300,4,1,0,True,False
C7_T24,7,a_star,patient,0.05,62400,5,1,0,True,False
C7_T25,7,a_star,patient,0.05,62500,3,1,0,True,False
C7_T26,7,a_star,patient,0.05,62600,1,1,0,True,False
C7_T27,7,a_star,patient,0.05,62700,2,2,1,True,False
C7_T28,7,a_star,patient,0.05,62800,3,1,0,True,False
C7_T29,7,a_star,patient,0.05,62900,12,1,0,True,False
C7_T30,7,a_star,patient,0.05,63000,2,1,0,True,False
C7_T31,7,a_star,patient,0.05,63100,4,1,0,True,False
C7_T32,7,a_star,patient,0.05,63200,2,1,0,True,False
C7_T33,7,a_star,patient,0.05,63300,3,2,1,True,False
C7_T34,7,a_star,patient,0.05,63400,3,1,0,True,False
C7_T35,7,a_star,patient,0.05,63500,6,1,0,True,False
C7_T36,7,a_star,patient,0.05,63600,4,1,0,True,False
C7_T37,7,a_star,patient,0.05,63700,5,2,1,True,False
C7_T38,7,a_star,patient,0.05,63800,7,1,0,True,False
C7_T39,7,a_star,patient,0.05,63900,2,1,0,True,False
C7_T40,7,a_star,patient,0.05,64000,5,1,0,True,False
C7_T41,7,a_star,patient,0.05,64100,1,1,0,True,False
C7_T42,7,a_star,patient,0.05,64200,2,1,0,True,False
C7_T43,7,a_star,patient,0.05,64300,5,1,0,True,False
C7_T44,7,a_star,patient,0.05,64400,2,1,0,True,False
C7_T45,7,a_star,patient,0.05,64500,3,1,0,True,False
C7_T46,7,a_star,patient,0.05,64600,3,1,0,True,False
C7_T47,7,a_star,patient,0.05,64700,4,1,0,True,False
C7_T48,7,a_star,patient,0.05,64800,2,1,0,True,False
C7_T49,7,a_star,patient,0.05,64900,1,1,0,True,False
C7_T50,7,a_star,patient,0.05,65000,3,2,1,True,False
C7_T51,7,a_star,patient,0.05,65100,2,1,0,True,False
C7_T52,7,a_star,patient,0.05,65200,2,1,1,True,False
C7_T53,7,a_star,patient,0.05,65300,3,1,0,True,False
C7_T54,7,a_star,patient,0.05,65400,2,1,0,True,False
C7_T55,7,a_star,patient,0.05,65500,4,1,0,True,False
C7_T56,7,a_star,patient,0.05,65600,3,1,0,True,False
C7_T57,7,a_star,patient,0.05,65700,4,2,1,True,False
C7_T58,7,a_star,patient,0.05,65800,4,2,1,True,False
C7_T59,7,a_star,patient,0.05,65900,1,1,0,True,False
C7_T60,7,a_star,patient,0.05,66000,4,1,0,True,False
C7_T61,7,a_star,patient,0.05,66100,3,1,0,True,False
C7_T62,7,a_star,patient,0.05,66200,3,1,0,True,False
C7_T63,7,a_star,patient,0.05,66300,7,1,0,True,False
C7_T64,7,a_star,patient,0.05,66400,2,1,0,True,False
C7_T65,7,a_star,patient,0.05,66500,3,1,0,True,False
C7_T66,7,a_star,patient,0.05,66600,5,1,0,True,False
C7_T67,7,a_star,patient,0.05,66700,2,1,0,True,False
C7_T68,7,a_star,patient,0.05,66800,2,1,0,True,False
C7_T69,7,a_star,patient,0.05,66900,2,1,0,True,False
C7_T70,7,a_star,patient,0.05,67000,4,1,0,True,False
C7_T71,7,a_star,patient,0.05,67100,11,3,2,True,False
C7_T72,7,a_star,patient,0.05,67200,2,1,0,True,False
C7_T73,7,a_star,patient,0.05,67300,3,1,0,True,False
C7_T74,7,a_star,patient,0.05,67400,1,1,0,True,False
C7_T75,7,a_star,patient,0.05,67500,2,1,0,True,False
C7_T76,7,a_star,patient,0.05,67600,3,1,0,True,False
C7_T77,7,a_star,patient,0.05,67700,2,1,0,True,False
C7_T78,7,a_star,patient,0.05,67800,7,1,0,True,False
C7_T79,7,a_star,patient,0.05,67900,4,2,1,True,False
C7_T80,7,a_star,patient,0.05,68000,2,1,0,True,False
C7_T81,7,a_star,patient,0.05,68100,3,1,0,True,False
C7_T82,7,a_star,patient,0.05,68200,2,1,0,True,False
C7_T83,7,a_star,patient,0.05,68300,4,1,0,True,False
C7_T84,7,a_star,patient,0.05,68400,3,1,0,True,False
C7_T85,7,a_star,patient,0.05,68500,2,1,0,True,False
C7_T86,7,a_star,patient,0.05,68600,4,1,0,True,False
C7_T87,7,a_star,patient,0.05,68700,2,1,0,True,False
C7_T88,7,a_star,patient,0.05,68800,3,1,0,True,False
C7_T89,7,a_star,patient,0.05,68900,3,1,0,True,False
C7_T90,7,a_star,patient,0.05,69000,6,1,0,True,False
C7_T91,7,a_star,patient,0.05,69100,18,2,1,True,False
C7_T92,7,a_star,patient,0.05,69200,2,1,0,True,False
C7_T93,7,a_star,patient,0.05,69300,4,1,0,True,False
C7_T94,7,a_star,patient,0.05,69400,7,1,0,True,False
C7_T95,7,a_star,patient,0.05,69500,1,1,0,True,False
C7_T96,7,a_star,patient,0.05,69600,3,1,0,True,False
C7_T97,7,a_star,patient,0.05,69700,2,1,0,True,False
C7_T98,7,a_star,patient,0.05,69800,4,1,0,True,False
C7_T99,7,a_star,patient,0.05,69900,4,1,0,True,False
C7_T100,7,a_star,patient,0.05,70000,4,1,0,True,False
C8_T1,8,a_star,patient,0.1,70100,3,3,3,True,False
C8_T2,8,a_star,patient,0.1,70200,3,1,0,True,False
C8_T3,8,a_star,patient,0.1,70300,5,1,0,True,False
C8_T4,8,a_star,patient,0.1,70400,2,1,0,True,False
C8_T5,8,a_star,patient,0.1,70500,2,2,1,True,False
C8_T6,8,a_star,patient,0.1,70600,4,1,0,True,False
C8_T7,8,a_star,patient,0.1,70700,4,1,0,True,False
C8_T8,8,a_star,patient,0.1,70800,1,1,0,True,False
C8_T9,8,a_star,patient,0.1,70900,3,1,0,True,False
C8_T10,8,a_star,patient,0.1,71000,3,1,0,True,False
C8_T11,8,a_star,patient,0.1,71100,3,1,0,True,False
C8_T12,8,a_star,patient,0.1,71200,5,2,1,True,False
C8_T13,8,a_star,patient,0.1,71300,2,1,0,True,False
C8_T14,8,a_star,patient,0.1,71400,2,1,0,True,False
C8_T15,8,a_star,patient,0.1,71500,4,1,0,True,False
C8_T16,8,a_star,patient,0.1,71600,3,1,0,True,False
C8_T17,8,a_star,patient,0.1,71700,5,1,0,True,False
C8_T18,8,a_star,patient,0.1,71800,2,1,0,True,False
C8_T19,8,a_star,patient,0.1,71900,2,1,0,True,False
C8_T20,8,a_star,patient,0.1,72000,4,1,0,True,False
C8_T21,8,a_star,patient,0.1,72100,1,1,0,True,False
C8_T22,8,a_star,patient,0.1,72200,6,2,1,True,False
C8_T23,8,a_star,patient,0.1,72300,3,2,1,True,False
C8_T24,8,a_star,patient,0.1,72400,4,2,1,True,False
C8_T25,8,a_star,patient,0.1,72500,2,1,0,True,False
C8_T26,8,a_star,patient,0.1,72600,12,2,1,True,False
C8_T27,8,a_star,patient,0.1,72700,1,1,0,True,False
C8_T28,8,a_star,patient,0.1,72800,5,1,0,True,False
C8_T29,8,a_star,patient,0.1,72900,2,2,1,True,False
C8_T30,8,a_star,patient,0.1,73000,4,1,0,True,False
C8_T31,8,a_star,patient,0.1,73100,5,2,2,True,False
C8_T32,8,a_star,patient,0.1,73200,3,1,0,True,False
C8_T33,8,a_star,patient,0.1,73300,1,1,0,True,False
C8_T34,8,a_star,patient,0.1,73400,2,1,0,True,False
C8_T35,8,a_star,patient,0.1,73500,5,1,0,True,False
C8_T36,8,a_star,patient,0.1,73600,1,1,0,True,False
C8_T37,8,a_star,patient,0.1,73700,7,2,1,True,False
C8_T38,8,a_star,patient,0.1,73800,4,1,0,True,False
C8_T39,8,a_star,patient,0.1,73900,5,2,1,True,False
C8_T40,8,a_star,patient,0.1,74000,5,2,1,True,False
C8_T41,8,a_star,patient,0.1,74100,17,2,1,True,False
C8_T42,8,a_star,patient,0.1,74200,2,1,0,True,False
C8_T43,8,a_star,patient,0.1,74300,2,1,0,True,False
C8_T44,8,a_star,patient,0.1,74400,2,2,1,True,False
C8_T45,8,a_star,patient,0.1,74500,2,1,0,True,False
C8_T46,8,a_star,patient,0.1,74600,4,1,0,True,False
C8_T47,8,a_star,patient,0.1,74700,3,1,0,True,False
C8_T48,8,a_star,patient,0.1,74800,4,2,1,True,False
C8_T49,8,a_star,patient,0.1,74900,5,1,0,True,False
C8_T50,8,a_star,patient,0.1,75000,4,2,1,True,False
C8_T51,8,a_star,patient,0.1,75100,4,1,0,True,False
C8_T52,8,a_star,patient,0.1,75200,4,1,0,True,False
C8_T53,8,a_star,patient,0.1,75300,3,1,0,True,False
C8_T54,8,a_star,patient,0.1,75400,4,1,0,True,False
C8_T55,8,a_star,patient,0.1,75500,5,2,1,True,False
C8_T56,8,a_star,patient,0.1,75600,2,1,0,True,False
C8_T57,8,a_star,patient,0.1,75700,4,1,0,True,False
C8_T58,8,a_star,patient,0.1,75800,1,1,0,True,False
C8_T59,8,a_star,patient,0.1,75900,5,2,1,True,False
C8_T60,8,a_star,patient,0.1,76000,2,1,0,True,False
C8_T61,8,a_star,patient,0.1,76100,4,3,2,True,False
C8_T62,8,a_star,patient,0.1,76200,2,1,0,True,False
C8_T63,8,a_star,patient,0.1,76300,3,2,1,True,False
C8_T64,8,a_star,patient,0.1,76400,7,2,1,True,False
C8_T65,8,a_star,patient,0.1,76500,3,1,0,True,False
C8_T66,8,a_star,patient,0.1,76600,5,1,0,True,False
C8_T67,8,a_star,patient,0.1,76700,6,1,0,True,False
C8_T68,8,a_star,patient,0.1,76800,11,4,3,True,False
C8_T69,8,a_star,patient,0.1,76900,2,1,0,True,False
C8_T70,8,a_star,patient,0.1,77000,5,1,0,True,False
C8_T71,8,a_star,patient,0.1,77100,11,1,0,True,False
C8_T72,8,a_star,patient,0.1,77200,7,1,0,True,False
C8_T73,8,a_star,patient,0.1,77300,5,2,1,True,False
C8_T74,8,a_star,patient,0.1,77400,3,1,0,True,False
C8_T75,8,a_star,patient,0.1,77500,6,2,1,True,False
C8_T76,8,a_star,patient,0.1,77600,7,1,1,True,False
C8_T77,8,a_star,patient,0.1,77700,4,1,0,True,False
C8_T78,8,a_star,patient,0.1,77800,5,1,0,True,False
C8_T79,8,a_star,patient,0.1,77900,3,2,1,True,False
C8_T80,8,a_star,patient,0.1,78000,7,1,0,True,False
C8_T81,8,a_star,patient,0.1,78100,3,1,0,True,False
C8_T82,8,a_star,patient,0.1,78200,5,2,1,True,False
C8_T83,8,a_star,patient,0.1,78300,1,1,0,True,False
C8_T84,8,a_star,patient,0.1,78400,3,1,0,True,False
C8_T85,8,a_star,patient,0.1,78500,3,2,2,True,False
C8_T86,8,a_star,patient,0.1,78600,7,3,2,True,False
C8_T87,8,a_star,patient,0.1,78700,2,1,1,True,False
C8_T88,8,a_star,patient,0.1,78800,5,2,1,True,False
C8_T89,8,a_star,patient,0.1,78900,2,2,1,True,False
C8_T90,8,a_star,patient,0.1,79000,4,1,0,True,False
C8_T91,8,a_star,patient,0.1,79100,4,1,0,True,False
C8_T92,8,a_star,patient,0.1,79200,5,2,1,True,False
C8_T93,8,a_star,patient,0.1,79300,2,1,0,True,False
C8_T94,8,a_star,patient,0.1,79400,4,1,0,True,False
C8_T95,8,a_star,patient,0.1,79500,4,1,0,True,False
C8_T96,8,a_star,patient,0.1,79600,2,1,0,True,False
C8_T97,8,a_star,patient,0.1,79700,2,1,0,True,False
C8_T98,8,a_star,patient,0.1,79800,2,1,0,True,False
C8_T99,8,a_star,patient,0.1,79900,2,1,0,True,False
C8_T100,8,a_star,patient,0.1,80000,3,3,2,True,False
